id,date,username,tweet,cleaned,dbscan_tfidf,range_id
615809a1-f74b-4152-959f-c8a116d5ac8d,2020-05-28,xyzkakajbdjak,Baik terima kasih kak,terima kasih kak,0,278
faeb5f21-d843-47d3-ae3d-d54ddd99d6c2,2020-05-28,xyzkakajbdjak,"@koinworks Halo kak. Saya ingin bertanya, jika ingin mengajukan perihal sponsorship bagaimana ya kak?",halo kak mengajukan perihal sponsorship ya kak,0,279
4f1c3c7b-0c2b-4a56-9567-5a7a050b48c0,2020-05-27,tingtingjohan,Aku sudah dm min.,sudah dm min,-1,280
5fca9813-2d72-4711-9b21-a6eb39d02b56,2020-05-27,kontannews,"KoinWorks telah salurkan pinjaman Rp 2,13 triliun hingga April  http://keuangan.kontan.co.id/news/koinworks-telah-salurkan-pinjaman-rp-213-triliun-hingga-april … #Fintech",salurkan pinjaman rp triliun april keuangan kontan co id news salurkan pinjaman rp triliun april fintech,0,281
c1dab0ca-b85a-479e-b4bc-9c5fbf423ef0,2020-05-27,bewara_jabar,Komitmen KoinWorks Berikan Perlindungan Digital Terbaik untuk Pengguna  http://bewarajabar.com/komitmen-koinworks-berikan-perlindungan-digital-terbaik-untuk-pengguna/ …,komitmen perlindungan digital terbaik pengguna bewarajabar komitmen perlindungan digital terbaik pengguna,0,282
daf8ebee-eb53-4d51-ac16-fbe938bcc06e,2020-05-27,kontannews,"Lindungi pengguna, Koinworks hadirkan perlindungan digital  http://keuangan.kontan.co.id/news/lindungi-pengguna-koinworks-hadirkan-perlindungan-digital … #Fintech",lindungi pengguna hadirkan perlindungan digital keuangan kontan co id news lindungi pengguna hadirkan perlindungan digital fintech,0,283
b7055aee-277c-4768-ac93-c670e5d49ade,2020-05-27,kabarsukadotcom,"KoinWorks Berbuka Puasa Bersama Media: Jaga Hati, Jaga THR  http://kabarsuka.com/?p=1440&utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …",berbuka puasa media jaga hati jaga thr kabarsuka p utm source reviveoldpost utm medium social utm campaign reviveoldpost,0,284
af41a467-dfb7-497a-8025-cde2f451fa9c,2020-05-27,glasgowsoul,"Rekomendasi selain koinworks apa Om? Aku lupa, hehe",rekomendasi om lupa hehe,0,285
1f76566e-6dfb-4e5d-a70d-0a9a73b753cb,2020-05-26,fartheist,"Udah saya DM di IG min, mohon direspon yaa.",udah dm min mohon direspon,-1,286
6f32165e-59b2-418d-bd92-a8357dd9ef8a,2020-07-29,gamesreddeer,"PLAY & Let The Fun Begin 😱
Like + RT + Click ⬇️
 https://www.reddeergames.com 
Did You see it? 🙈 pic.twitter.com/45a6EF3ixr",play let the fun begin like rt click reddeergames did you see it 45a6ef3ixr,-1,287
d80f7819-3915-4483-a84b-4578fbee0202,2020-05-26,nancy_noname,"@koinworks mau withdrawal dari 25 Mei 2020, selalu failed. Udah Coba di app Dan website. Tolong cepat perbaiki.",withdrawal mei failed udah coba website tolong cepat perbaiki,0,288
b5177da0-be7b-4cd2-9999-3d6b762c2d53,2020-05-26,asmurcom,udah 5 hari kerja dari tanggal penarikan ni,udah kerja tanggal penarikan ni,0,289
1c77754c-9888-4fb4-95b0-1c5d2dbb8628,2020-05-26,asmurcom,@koinworks berapa lama waktu yang dibutuhkan untuk melakukan penarikan uang?,dibutuhkan penarikan uang,0,290
9dd80b18-c0a7-44cb-a4f3-c73563c3d628,2020-05-25,maulfadhila,"@koinworks Min, cek Dm dan bantu jawab pertanyaan ya. Terima kasih.",min cek dm bantu ya terima kasih,-1,291
a8cc37d5-0296-44dd-9fa4-2e28eafeaa7f,2020-05-25,projustisianews,"KoinWorks Berbuka Puasa Bersama Media: Jaga Hati, Jaga THR  https://projustisianews.id/koinworks-berbuka-puasa-bersama-media-jaga-hati-jaga-thr/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …",berbuka puasa media jaga hati jaga thr projustisianews id berbuka puasa media jaga hati jaga thr utm source reviveoldpost utm medium social utm campaign reviveoldpost,0,292
a2a1ab5c-67d4-443c-b096-0d873b65e927,2020-05-25,ocxie,KoinWorks Terima Pendanaan 10 Juta Dolar AS  http://dlvr.it/RXHnKk  pic.twitter.com/HAcjQ5fTQM,terima pendanaan juta dolar as dlvr it rxhnkk hacjq5ftqm,0,293
37a56ebc-1378-4751-b029-c294695f4aff,2020-05-24,takaseamatsuura,"Given the current situation in Indonesia, I'd say it's more working capital than runway. KoinWorks secures US$10M from Lendable to help Indonesian SMEs raise funds online  https://e27.co/koinworks-raises-us10m-from-lendable-to-help-indonesian-smes-raise-funds-online-20200518/ …",given the current situation in indonesia i d say it s more working capital than runway secures us 10m from lendable to help indonesian smes raise funds online e27 co raises us10m from lendable to help indonesian smes raise funds online,-1,294
bc378f65-be67-4737-996e-6e0bfd8b9f41,2020-05-24,shiganai_7,"インドネシアのSME向けP2PレンディングKoinWorks、先月のUSD20M調達に加えて、さらにUSD10M調達。P/F内に借り手は400,000、貸し手は220,000とかなり成長してる。いまSMEの信用かなり厳しくて貸し辛いだろうからランウェイ確保？それとも成長資金？気になるところ。
 https://e27.co/koinworks-raises-us10m-from-lendable-to-help-indonesian-smes-raise-funds-online-20200518/ …",indoneshianosmeXiang kep2prendeingukoinworks Xian Yue nousd20mDiao Da niJia ete saraniusd10mDiao Da p fNei niJie riShou ha400 Dai shiShou ha220 000tokanariCheng Chang shiteru imasmenoXin Yong kanariYan shikuteDai shiXin idaroukararanueiQue Bao soretomoCheng Chang Zi Jin Qi ninarutokoro e27 co raises us10m from lendable to help indonesian smes raise funds online,-1,295
82f0959b-9d3c-4120-9440-7d99b7664450,2020-05-24,tingtingjohan,"Min, dana yg jatem awal april koq belum masuk? Jangan hanya oasang status Twitter tapi dm GA di baca.",min dana jatem april koq masuk oasang status dm ga baca,-1,296
7478138e-c3af-45c8-b30b-c2cf16595c0c,2020-05-24,tingtingjohan,"@koinworks jangan mau invest di koinworks, uang awal nya kembali, eh lama lama ga kembali. Jatem awal april sampe sekarang ga balik. Dikomplen di wa, hanya robot yg reply, di email ga ada balasan. Ckck",invest uang nya eh ga jatem april sampe ga dikomplen wa robot reply email ga ada balasan ckck,0,297
4734a8ce-9915-46f0-a488-19330b319a62,2020-05-23,tingtingjohan,Ya sama pinjaman jatem 6 april sampe sekarang belum di bayarkan.,ya pinjaman jatem april sampe bayarkan,0,298
c8ddeed2-346e-413f-9eca-1684ea7bb6ac,2020-05-23,tingtingjohan,Min aku dm tolong di baca ya.,min dm tolong baca ya,-1,299
1dfae3d5-b8fb-48b0-80ba-2042b1f7d65d,2020-05-23,popeye_vicky,Tips Membuat Proposal Usaha Yang Ramah Investor  https://koinworks.com/blog/tips-membuat-proposal-usaha-yang-ramah-investor/ … via @koinworks,tips proposal usaha ramah investor blog tips proposal usaha ramah investor via,0,300
d9adf092-2df6-4588-8a16-7e92faaa8722,2020-05-23,dealstreetasia,"KoinWorks bags $10m additional funding from London-based Lendable 
 https://bit.ly/2ZtgnLO ",bags 10m additional funding from london based lendable bit ly 2ztgnlo,0,301
0da87e4b-7347-4fdb-8579-9c6e0d4fead8,2020-05-22,igsstefan,"Halo, teman-teman! Saya sedang melakukan penelitian dan memerlukan responden untuk kalian pengguna Fintech P2P lending
 https://www.surveymonkey.com/r/FCN82MX 
ada voucher OVO/Dana/Gopay Rp 500 rb u/ 5 orang yang beruntung

Terima Kasih atas kesediaan waktunya & Stay Safe !
#dirumahaja #newnormal pic.twitter.com/VkKjsYTfMK",halo teman teman penelitian responden pengguna fintech p2p lending surveymonkey r fcn82mx ada voucher ovo dana gopay rp rb u orang beruntung terima kasih kesediaan stay safe dirumahaja newnormal vkkjsytfmk,-1,302
f3139db4-5556-4e8e-a912-61573266ebca,2020-05-22,wavylnterlude,"@koinworks hi, ive received an email regarding an OTP via email but ive never registered w ur website or app before. would appreciate it if you could remove me from the mailing list :)",ive received an email regarding an otp via email but ive never registered w ur website or before would appreciate it if you could remove me from the mailing list,-1,303
ca41110f-ca87-4640-971c-ef6d5636b5d1,2020-05-22,antekamma_,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 

  https://youtu.be/D1N34eRVkqM  
 
 Download and *Use my code 11509 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/c17db849 ",let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single be d1n34ervkqm and use my to get koin or click onelink me lgvi c17db849,23,304
d6ea4075-3718-4121-868f-bc2bbf0f6bf7,2020-05-22,fitriikais,"@koinworks bisa tolong reply dm saya atau respon email saya??? Saya telp ga bisa2...

Mohon ditanggapi keluhan saya terkait peringatan pembayaran dan kena late fee padahal saya sudah melakukan pembayaran jauh sebelum jatuh tempo! 

Mohon ditanggapi dan dicek lagi!!!!",bisa tolong reply dm respon email telp ga bisa2 mohon ditanggapi keluhan terkait peringatan pembayaran kena late fee sudah pembayaran jatuh tempo mohon ditanggapi dicek,-1,305
dbe74b1e-c8ee-4358-9839-8d91f643d633,2020-05-22,bisnisindgroup,Koinworks Perkuat Strategi Untuk Lolos dari Pandemi Covid-19  https://finansial.bisnis.com/read/20200522/563/1243518/koinworks-perkuat-strategi-untuk-lolos-dari-pandemi-covid-19?utm_source=dlvr.it&utm_medium=twitter …,perkuat strategi lolos pandemi covid finansial bisnis read perkuat strategi lolos pandemi covid utm source dlvr it utm medium,0,306
7affdd27-d625-4e46-b920-86ca8afc3fb8,2020-05-21,adiwirak,"to @koinworks ,saya barusan update apk android. Disana saya disuruh update data2 saya, termasuk ambil foto selfi +ktp. Nah berhubung device android saya, kameranya ga bagus. Bisakah saya upgrade data saya via web?",to barusan update apk android disana disuruh update data2 ambil foto selfi ktp berhubung device android kameranya ga bagus upgrade data via web,20,307
3c3084e9-f319-48df-b6fc-076b2d1101af,2020-05-21,kontannews,KoinWorks kembali raih pendanaan senilai US$ 10 juta  http://keuangan.kontan.co.id/news/koinworks-kembali-raih-pendanaan-senilai-us-10-juta … #Fintech,raih pendanaan senilai us juta keuangan kontan co id news raih pendanaan senilai us juta fintech,0,308
e18f1853-167c-4e79-8485-2bbd809a874d,2020-05-21,weishining,"Udah pernah nyoba p2p lending di koinworks, nggak begitu cocok aku...",udah nyoba p2p lending nggak cocok,0,309
1517266a-db12-4d02-a5ef-47c22bd9aaed,2020-05-20,alec_bong,"@koinworks kecewa nih sama koin work, invest koin p2p tgl 28 apr berhasil, namun tanpa info tgl 18 mei di cancel . Dana saya ngendap sia2 selama 28 apr - 18 mei itu. Mending pindah ke @Investree aja lah",kecewa nih koin work invest koin p2p tgl apr berhasil info tgl mei cancel dana ngendap sia2 apr mei mending pindah investree,-1,310
d988fe00-4992-4f68-857d-46b1267350c1,2020-05-20,nusantics_id,Banyak sekali gotong royong yang terjadi untuk mewujudkan test kit Indonesia ini! Mulai dari jajaran kementrian hingga KBRI London & US sampai jajaran start-up seperti @koinworks  dan @idnmediagroup,gotong royong mewujudkan test kit indonesia jajaran kementrian kbri london us jajaran start up idnmediagroup,24,311
c7e78345-2959-456f-acaa-af8f0923b2a0,2020-05-20,ilovedisway,KoinWorks Dapat Pendanaan Rp 149 Miliar dari Perusahaan Inggris -  http://Kompas.com  -  http://KOMPAS.com  http://dlvr.it/RWzXJ3 ,pendanaan rp miliar perusahaan inggris kompas kompas dlvr it rwzxj3,0,312
98930def-0bb8-4917-86e3-e415b64123d7,2020-05-20,langsungngopi,BERITA VIRAL - The Synergy of KoinWorks & Prudential #Indonesia to Realize Action and Protection Amid COVID-19 Pandemic #bisnis #online https://ift.tt/36ioUCW ,berita viral the synergy of prudential indonesia to realize action and protection amid covid pandemic bisnis online ift tt 36ioucw,-1,313
9c893dd8-2d9e-40d7-8c38-8dde06eeeabc,2020-05-19,lendableinc,We're excited to announce our first transaction in Asia with a fantastic new partner @koinworks. We're proud to continue to support #fintechs and the #MSMEs and individuals they provide critical financial services to throughout this time. Read more here: https://tinyurl.com/ycstnnrz ,we re excited to announce our first transaction in asia with a fantastic new partner we re proud to continue to support fintechs and the msmes and individuals they provide critical financial services to throughout this time read more here tinyurl ycstnnrz,-1,314
ed7d6e18-b1d5-4050-a2ca-1d7c76bf2e4a,2020-05-19,seyob,"Big day at Lendable! Proud to share that we're still driving #FinancialInclusion in Emerging Markets in spite of COVID with our latest partnership with @koinworks, one of the premier #fintech operators in SE Asia https://www.dealstreetasia.com/stories/koinworks-funding-lendable-189054/ …",big day at lendable proud to share that we re still driving financialinclusion in emerging markets in spite of covid with our latest partnership with one of the premier fintech operators in asia dealstreetasia stories funding lendable,-1,315
0c8ce0e4-b9e4-4eb4-b4d9-1950117e7263,2020-05-19,betarimaulida,"Nabung dikit² di koinworks
Hope my coin will works",nabung dikit2 hope my coin will works,20,316
032304f8-8464-4519-88c5-9cee5c377971,2020-05-19,crowdfundinside,"Indonesian P2P Lender KoinWorks Secures $10 Million Additional Funding From UK Lending Platform Lendable
 http://ow.ly/ZYgh50zJS7g ",indonesian p2p lender secures million additional funding from uk lending platform lendable ow ly zygh50zjs7g,-1,317
79785d6c-4fab-4432-8ee6-ddf0acf53bae,2020-05-19,to2sgrt,Terima kasih @koinworks  pic.twitter.com/5VOkhuVbiz,terima kasih 5vokhuvbiz,0,318
e08a4bd9-4603-4e6f-8959-7d6caa092f5b,2020-05-19,growth_android,BRAND-NEW #android #app : KoinWorks - Loan &amp; Other Financial in 1 App - Apps on Google Play | The first online Super Financi...  http://market.android.com/details?id=com.koinworks.app …,brand new android loan amp other financial in apps on google play the first online super financi market android details id,-1,319
4e6d61b2-1177-440c-83e1-3b2770d4eb4a,2020-05-19,intlfinancemag,"#KoinWorks secures $10 mn #funding to help SMEs raise funds online

The #funding round for KoinWorks was led by #Lendable
Read More:  https://bit.ly/3bGVP4Z 
#InternationalFinance #Fintech",secures mn funding to help smes raise funds online the funding round for was led by lendable read more bit ly 3bgvp4z internationalfinance fintech,-1,320
9d2d54fc-bc5b-4db6-a141-3f6b0b2f1cfa,2020-05-19,d_chungster,KoinWorks secures US$10M from Lendable to help Indonesian SMEs raise funds online | e27  https://buff.ly/3dZtDMl ,secures us 10m from lendable to help indonesian smes raise funds online e27 buff ly 3dztdml,25,321
e01af7ee-2941-419f-a0c3-5fc9bfc9d98a,2020-05-19,superfantech,Indonesia’s KoinWorks bags $10m from UK-based Lendable  https://ift.tt/2z7AEvK  #Tech,indonesias bags 10m from uk based lendable ift tt 2z7aevk tech,0,322
dcf69c73-8cfd-4e7a-a2ad-f1d73be259ce,2020-05-19,fintechina,Indonesian P2P Lender @koinworks Secures $10 Million Additional Funding From UK Lending Platform Lendable  https://buff.ly/3cLCOQ6  #p2p #fintech #lending,indonesian p2p lender secures million additional funding from uk lending platform lendable buff ly 3clcoq6 p2p fintech lending,-1,323
c9ef0fdf-ab67-48d0-abf5-157de2d7b3ab,2020-05-19,techinasia_id,KoinWorks Kantongi Pendanaan Tambahan Rp148 Miliar dari Lendable  https://techin.asia/2XbWQN4 ,kantongi pendanaan tambahan rp148 miliar lendable techin asia 2xbwqn4,0,324
abd542e9-c4bd-474a-a1e1-8e20be219a96,2020-05-19,dailysocial,"Lendable Bergabung Jadi “Institutional Lender” KoinWorks, Beri Pendanaan 149 Miliar Rupiah  https://dailysocial.id/post/koinworks-debt-fund-lendable …",lendable bergabung institutional lender pendanaan miliar rupiah dailysocial id post debt fund lendable,0,325
2ecacba1-4439-481a-b533-faf3e898dd81,2020-05-19,youngsterid_,"Dukung UKM, KoinWorks Kantongi Pendanaan US$10 Juta  https://goo.gl/fb/mafacS ",dukung ukm kantongi pendanaan us juta goo gl fb mafacs,0,326
a9d1c82e-00a5-49ab-8994-2b15429754eb,2020-05-19,youngsterid_,"Dukung UKM, KoinWorks Kantongi Pendanaan US$10 Juta  http://dlvr.it/RWw4Ff  pic.twitter.com/ZoRbEJQnAA",dukung ukm kantongi pendanaan us juta dlvr it rww4ff zorbejqnaa,0,327
e58ef981-ba15-40cf-8b8e-74b6b8c52125,2020-05-19,ryuji_barcelona,インドネシアのFintechベンチャーKoinWorksが追加10億円を調達。コロナで金融市場が落ち込む中、ソーシャルレンディングの価値が高まっている。述べ融資額が153億円程度。日本のCrowd Bankの応募総額が900億円だから、なかなかの存在感。#startups https://koinworks.com/super-app/en/ ,indoneshianofintechbenchiyakoinworksgaZhui Jia 10Yi Yuan woDiao Da koronadeJin Rong Shi Chang gaLuo chiIp muZhong soshiyarurendeingunoJia Zhi gaGao matsuteiru Shu beRong Zi E ga153Yi Yuan Cheng Du Ri Ben nocrowd banknoYing Mu Zong E ga900Yi Yuan dakara nakanakanoCun Zai Gan startups super en,7,328
5e1ff609-cf74-44b0-8a84-e14382ceb173,2020-05-19,youngsterid_,"Dukung UKM, KoinWorks Kantongi Pendanaan US$10 Juta  https://youngster.id/news/dukung-ukm-koinworks-kantongi-pendanaan-us10-juta/ …",dukung ukm kantongi pendanaan us juta youngster id news dukung ukm kantongi pendanaan us10 juta,0,329
d5165eb2-7922-4efc-ad09-d42ed3a47525,2020-05-19,climb4success,Indonesian P2P Lender KoinWorks Secures $10 Million Additional Funding From UK Lending Platform Lendable  http://dlvr.it/RWvhv5  pic.twitter.com/vtdyEGBroB,indonesian p2p lender secures million additional funding from uk lending platform lendable dlvr it rwvhv5 vtdyegbrob,-1,330
b06c178e-0e4c-4778-854f-464ee1d0bbcc,2020-05-19,dealstreetasia,"KoinWorks bags $10m additional funding from London-based Lendable 
 https://bit.ly/2XaXmLD ",bags 10m additional funding from london based lendable bit ly 2xaxmld,0,331
a8997bf5-5f62-47b7-8fbc-4f1f09a6bde3,2020-05-19,pandangan_jogja,"Setelah April lalu menerima pendanaan dari Triodos Bank, Belanda kini KoinWorks menerima pendanaan dari Lendable, Inggris.  https://kumparan.com/pandangan-jogja/di-masa-pandemi-koinworks-raih-pendanaan-rp-149-miliar-dari-perusahaan-inggris-1tREmahsQ5J?utm_source=kumApp&utm_campaign=share&shareID=hqcCvkEQDWny …",april menerima pendanaan triodos bank belanda menerima pendanaan lendable inggris kumparan pandangan jogja pandemi raih pendanaan rp miliar perusahaan inggris 1tremahsq5j utm source kumapp utm campaign share shareid hqccvkeqdwny,0,332
a480e170-d614-4613-b222-84e8c0ed3643,2020-05-19,crowdfundnews,Indonesian P2P Lender KoinWorks Secures $10 Million Additional Funding From UK Lending Platform Lendable  http://dlvr.it/RWv0Tm  pic.twitter.com/6BoDLMzoAH,indonesian p2p lender secures million additional funding from uk lending platform lendable dlvr it rwv0tm 6bodlmzoah,-1,333
3b21697c-0860-4457-a257-70cdc23b3048,2020-05-19,quonacapital,"Quona portco @koinworks has secured an additional $10M in funding f/ @lendableinc to continue to support SMEs in Indonesia, especially critical during this pandemic. https://www.techinasia.com/koinworks-bags-10m-lendable …",quona portco has secured an additional 10m in funding f lendableinc to continue to support smes in indonesia especially critical during this pandemic techinasia bags 10m lendable,-1,334
79635158-fbc7-491e-94d0-1385921374ab,2020-05-19,maniakrt,KoinWorks Dapat Pendanaan Rp 149 Miliar  http://dlvr.it/RWtpMH ,pendanaan rp miliar dlvr it rwtpmh,0,335
5cec0531-4445-4815-a59d-ef6bebbd9580,2020-05-18,tomaseuropus,Indonesia’s KoinWorks bags $10m from UK-based Lendable  http://news.tomas.ovh/RWtXPz  pic.twitter.com/38ZR1RDjxo,indonesias bags 10m from uk based lendable news tomas ovh rwtxpz 38zr1rdjxo,0,336
23e5fd10-46a0-424a-a029-00b06e64a5ca,2020-05-18,launchticker,Indonesia-based fintech firm KoinWorks raises $10M -  https://www.launchticker.com/story/indonesia-based-fintech-firm-koinworks-raises-10m-from-lendable-koinworks-operates-a …,indonesia based fintech firm raises 10m launchticker story indonesia based fintech firm raises 10m from lendable operates a,-1,337
5b73c47e-00b1-443d-8ecc-c3fcfa97f97a,2020-05-18,realblack212,Indonesia’s KoinWorks bags $10m from UK-based Lendable  https://www.techinasia.com/koinworks-bags-10m-lendable …,indonesias bags 10m from uk based lendable techinasia bags 10m lendable,0,338
b542b49c-6e92-41b6-8a7a-57f68b8d4f23,2020-05-18,linda_christi,Koinworks Dapat Dana Segar Dari Inggris  https://www.wartabugar.com/2020/05/18/koinworks-dapat-dana-segar-dari-inggris/ …,dana segar inggris wartabugar dana segar inggris,0,339
ec980ea5-2e23-4554-aa69-a885a511aef6,2020-05-18,anith,Indonesia’s KoinWorks bags $10m from UK-based Lendable  https://anith.com/indonesias-koinworks-bags-10m-from-uk-based-lendable/ …,indonesias bags 10m from uk based lendable anith indonesias bags 10m from uk based lendable,0,340
05886b65-937c-4ffb-b61e-ba23a4c7e358,2020-05-18,williswee,Indonesia’s KoinWorks bags $10m from UK-based Lendable  https://ift.tt/2z7AEvK ,indonesias bags 10m from uk based lendable ift tt 2z7aevk,0,341
faee4a37-3563-4509-bfb2-426126c34ed3,2020-05-18,yogiliman,Indonesia’s KoinWorks bags $10m from UK-based Lendable  https://ift.tt/2z7AEvK  #startup #technology,indonesias bags 10m from uk based lendable ift tt 2z7aevk startup technology,0,342
33878ece-22b1-42c6-b50b-11659f0a5af2,2020-05-18,dealstreetasia,".@koinworks bags $10m additional funding from London-based @LendableUK
 https://bit.ly/2ZiaLE7 ",bags 10m additional funding from london based lendableuk bit ly 2ziale7,0,343
c8d55273-34ad-4408-913a-00246702a333,2020-05-18,swamediainc,Koinworks Kembali Terima Pendanaan US$ 10 Juta  https://swa.co.id/swa/trends/management/koinworks-kembali-terima-pendanaan-us-10-juta …,terima pendanaan us juta swa co id swa trends management terima pendanaan us juta,0,344
fa1fb80e-5d3e-4ae4-a82d-2749f10d4560,2020-05-18,dailysocial,"Lendable Officially Connects as KoinWorks' Institutional Lenders, Pouring 149 Billion Rupiah  https://dailysocial.id/post/lendable-officially-connects-as-koinworks-institutional-lenders/ …",lendable officially connects as institutional lenders pouring billion rupiah dailysocial id post lendable officially connects as institutional lenders,0,345
b48d6f0f-3edb-41fb-80c2-151035175495,2020-05-18,tempodotco,Perusahaan rintisan berbasis teknologi finansial (tekfin/fintech) peer to peer (P2P) lending yakni KoinWorks mengumumkan keberhasilannya memperoleh pendanaan senilai US$10 juta (setara Rp149 Miliar).   https://bit.ly/3bGwZST ,perusahaan rintisan berbasis teknologi finansial tekfin fintech peer to peer p2p lending mengumumkan keberhasilannya memperoleh pendanaan senilai us juta setara rp149 miliar bit ly 3bgwzst,-1,346
30bb7d21-009e-4284-9c1f-c4a8964f1199,2020-05-18,e27co,"Earlier today KoinWorks announced that it raised US$10M more from new investor Lendable, after raising US$20M last month from Quona Capital
 https://bit.ly/36aW9b9  pic.twitter.com/ZlfZ6aXj3B",earlier today announced that it raised us 10m more from new investor lendable after raising us 20m last month from quona capital bit ly 36aw9b9 zlfz6axj3b,0,347
daeb9b97-894d-499d-b9c3-cac127f4b7c3,2020-05-18,bisniscom,KoinWorks Kantongi Pendanaan US10 Juta  https://finansial.bisnis.com/read/20200518/563/1241995/koinworks-kantongi-pendanaan-us10-juta?utm_source=dlvr.it&utm_medium=twitter …,kantongi pendanaan us10 juta finansial bisnis read kantongi pendanaan us10 juta utm source dlvr it utm medium,0,348
6964a943-e0eb-4d53-92a0-7741e788de02,2020-05-18,baliekbis,"Kembali Buktikan Dukungannya Terhadap Digital UKM Indonesia, KoinWorks Kantongi 10 Juta USD  http://www.baliekbis.com/kembali-buktikan-dukungannya-terhadap-digital-ukm-indonesia-koinworks-kantongi-10-juta-usd/ …",buktikan dukungannya digital ukm indonesia kantongi juta usd baliekbis buktikan dukungannya digital ukm indonesia kantongi juta usd,-1,349
b09d58c4-75a0-4859-8291-500757526e62,2020-05-18,republikaonline,KoinWorks akan memanfaatkan pendanaan ini untuk memperkuat bisnis.  http://republika.co.id/berita//qailx9457/koinworks-raih-pendanaan-rp-149-miliar …,memanfaatkan pendanaan memperkuat bisnis republika co id berita qailx9457 raih pendanaan rp miliar,0,350
7e2e28bf-3a37-4279-bd65-5d03e9ebd541,2020-05-18,bandungberita, https://bandungberita.com/kembali-buktikan-dukungannya-terhadap-digital-ukm-indonesia-koinworks-kantongi-10-juta-usd/#.XsIpAveySEc … @koinworks,bandungberita buktikan dukungannya digital ukm indonesia kantongi juta usd xsipaveysec,26,351
69990a7b-ba5d-439f-8a6a-25750a109d8c,2020-05-18,aryadwipangga03,"Kalo pengalaman saya, memang ga ada isinya gan halaman ini. Anda baru akan tahu siapa yg meminjam, dan bidang usahanya setelah loan statusnya disbursed. Mirip2 beli kucing dlm karung lah, kalo ternyata bidang usaha peminjam high risk, itu derita lu dah.",kalo pengalaman ga ada isinya gan halaman meminjam bidang usahanya loan statusnya disbursed mirip2 beli kucing dlm karung kalo bidang usaha peminjam high risk derita lu dah,54,352
3d9fb613-2251-471e-877e-71b8d4668fe7,2020-05-18,aryadwipangga03,Sang @koinworks seperti tidak peduli sama sekali ttg hal yg bisa membuat perusahaan finansial lain gemetar krn reputasinya jadi jatuh.....,sang peduli ttg bisa perusahaan finansial gemetar krn reputasinya jatuh,0,353
48187c2d-7bc2-4ed9-ac39-e64665a0064c,2020-05-18,techinasia_id,Field Collection at KoinWorks  http://dlvr.it/RWr3hf ,field collection at dlvr it rwr3hf,0,354
e10985fd-f9eb-48a3-a370-1b88b365800c,2020-05-17,fartheist,"Dengan tidak adanya aplikasi @koinworks di playstore, semoga diperbaiki dengan serius aplikasinya. Biar ga ada bug lagi. Jengah bet pinjaman udah jatuh tempo, tapi belum dikembalikan tanpa ada kejelasan....  pic.twitter.com/eByErDGhyV",aplikasi playstore semoga diperbaiki serius aplikasinya biar ga ada bug jengah bet pinjaman udah jatuh tempo dikembalikan ada kejelasan ebyerdghyv,0,355
f9fa0f4a-5044-4847-ae7f-78605e5363d7,2020-05-16,kucinghitamfake,"@koinworks Hai admin mau info, di pocophone f1, saya gk bisa buka halaman detail koin p2p  pic.twitter.com/k1uEmhY9xo",hai admin info pocophone f1 gk bisa buka halaman detail koin p2p k1uemhy9xo,7,356
ea5477b0-65f5-4406-bdb0-c3732311dd35,2020-05-16,cichuck,"Interesting... FinTech profile: KoinWorks - the super financial app - FinTech Magazine - The FinTech & InsurTech Platform

#fintech #cryptocurrency #dlt #blockchain #iot #hyperledger #businessblockchain

Read More Here: https://www.fintechmagazine.com/fintech/fintech-profile-koinworks-super-financial-app …",interesting fintech profile the super financial fintech magazine the fintech insurtech platform fintech cryptocurrency dlt blockchain iot hyperledger businessblockchain read more here fintechmagazine fintech fintech profile super financial,-1,357
bda5fe90-dce3-4b0b-a751-1c1d11e81120,2020-05-16,denothing,@koinworks Halo min. Kok saya ga nemuin lagi aplikasinya di playstore ya? Ada masalah apa ya min? Saya mau install ulang koinworks  pic.twitter.com/jA6aqEXzx2,halo min ga nemuin aplikasinya playstore ya ada ya min install ulang ja6aqexzx2,-1,358
6639e111-a75f-42d3-ae25-f98ff38f3a9a,2020-05-15,igsstefan,"Halo, teman-teman! Saya sedang melakukan penelitian dan memerlukan responden untuk kalian pengguna Fintech P2P lending
 https://surveymonkey.com/r/FCN82MX 
Tersedia Voucher OVO/Dana/Gopay Rp 500.000 untuk 5 orang yang beruntung

Terima kasih atas kesediaan waktu nya! pic.twitter.com/SXpwmuLaXK",halo teman teman penelitian responden pengguna fintech p2p lending surveymonkey r fcn82mx tersedia voucher ovo dana gopay rp orang beruntung terima kasih kesediaan nya sxpwmulaxk,-1,359
dc7a8544-4126-4d49-9f37-377e967a00fb,2020-05-15,escoaloplop,"tergantung. koinworks banyak gagal bayar, ikut macet ke lender. uangme & asetku setau w dijamin dana pokoknya. dan lebi berisiko lending ke UMKM.",tergantung gagal bayar macet lender uangme asetku setau w dijamin dana pokoknya lebi berisiko lending umkm,0,360
