,Unnamed: 0,date,username,name,tweet,urls,retweets_count,likes_count,hashtags,id
2207,2207,2020-03-13,ariesarcha,ferthee,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://ift.tt/2X2uXFj  #InvestasiuntukNegri #Indonesia #Invest",['https://ift.tt/2X2uXFj'],0,0,"['#investasiuntuknegri', '#indonesia', '#invest']",004d7e4d-c6d1-42db-9974-6e72b5b86836
2208,2208,2020-03-13,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],18188bc5-a906-4250-b8ef-6849c2710a9d
2209,2209,2020-03-13,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],2599e69a-da57-4393-97a2-d716c60c3887
2210,2210,2020-03-12,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],f8081a2f-0e39-454c-a6db-339ac56bc2a6
2211,2211,2020-03-12,kabarsukadotcom,kabarsuka.com,#DitraktirKoinWorks; Sebuah Bentuk Apresiasi KoinWorks bagi para #PahlawanFinansial Indonesia http://rviv.ly/SbO9eY ,['http://rviv.ly/SbO9eY'],0,0,"['#ditraktirkoinworks', '#pahlawanfinansial']",e9bc3e73-06d8-434f-adaa-4f51bfabb153
2212,2212,2020-03-12,kmzkgyn,gy,koinworks lagi error ya min? gak muncul list-nya  pic.twitter.com/y0690DlJEY,[],0,0,[],de5b060e-a038-48c0-b1e0-1abb1f686741
2213,2213,2020-01-09,danielchayau,Author,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",['https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us'],28,107,[],27b6910e-b415-4152-a06a-b0b2a2037111
2214,2214,2020-03-12,vaporvolx,Volx Vapor,"#investasi di @koinworks (loan ID 212019e483) untuk proposal dengan grade A3 dan tenure 3 bulan yg seharusnya jatuh tempo pembayaran pada bulan Oct 2019 gagal bayar dan tidak ada kejelasan dari #koinworks untuk pembayaran dana proteksi

#fintech #investasibodong",[],0,0,"['#investasi', '#koinworks', '#fintech', '#investasibodong']",b40f0df5-6983-4aa4-895c-492da35edddd
2215,2215,2020-03-12,vaporvolx,Volx Vapor,"#investasi di @koinworks (loan ID 212019e483) untuk proposal dengan grade A3 dan tenure 3 bulan yg seharusnya jatuh tempo pembayaran pada bulan Oct 2019 gagal bayar dan tidak ada kejelasan dari #koinworks untuk pembayaran dana proteksi

#fintech #investasibodong",[],0,0,"['#investasi', '#koinworks', '#fintech', '#investasibodong']",409dbeb5-978f-4341-8858-3c314733630c
2216,2216,2020-03-12,vaporvolx,Volx Vapor,"#investasi di @koinworks (loan ID 212019e483) untuk proposal dengan grade A3 dan tenure 3 bulan yg seharusnya jatuh tempo pembayaran pada bulan Oct 2019 gagal bayar dan tidak ada kejelasan dari #koinworks untuk pembayaran dana proteksi

#fintech #investasibodong",[],0,0,"['#investasi', '#koinworks', '#fintech', '#investasibodong']",6d804989-474f-434e-8a30-953c47891102
2217,2217,2020-03-12,vaporvolx,Volx Vapor,"Kalo debitur dengan rating grade A3 saja ternyata tidak bisa dipercaya apalagi debitur2 lainnya dengan rating grade lebih rendah ?

#Kapok #investasi #koinworks @koinworks",[],0,0,"['#kapok', '#investasi', '#koinworks']",1cf607f8-7e41-4b15-a1b0-3784beda3acf
2218,2218,2020-03-12,vaporvolx,Volx Vapor,"Tapi cukuplah ini menjadi pembelajaran bagi saya untuk tidak lagi mempercayakan investasi saya kepada perusahaan #fintech sembrono seperti #Koinworks ini yg secara serampangan memberikan rating ngawur pada setiap debitur !!

@koinworks",[],0,0,"['#fintech', '#koinworks']",db748516-dcfd-49a8-a1fa-d492973eafec
2219,2219,2020-03-12,vaporvolx,Volx Vapor,Tapi cukuplah ini menjadi pembelajaran bagi saya untuk tidak lagi mempercayakan investasi saya kepada perusahaan #fintech sembrono seperti #Koinworks ini yg secara serampangan memberikan rating ngawur pada setiap debitur !!,[],0,0,"['#fintech', '#koinworks']",949505a6-f46f-4e7f-9b1d-29fef2f799d7
2220,2220,2020-03-12,vaporvolx,Volx Vapor,"Karena tidak adanya itikad baik dari pihak Koinworks untuk melakukan follow up, maka saya berinisiatif untuk menanyakan hal ini sejak pertengahan bulan Feb 2020 (hampir 4 bulan sejak keterlambatan pembayaran) namun jawabannya tidak jelas dan  pic.twitter.com/f0WNweVg7g",[],0,0,[],ee466865-66c1-4302-98ad-15dad6773ef6
2221,2221,2020-03-12,vaporvolx,Volx Vapor,saya malah jadi buntung !! Sudah tidak mendapatkan bunganya eh justru modal pokok pinjaman yg saya berikan seluruhnya hilang tanpa jejak. Sama sekali tidak ada kejelasan nasib investasi saya di #Koinworks.,[],0,0,['#koinworks'],0ce17221-03d2-4b19-ae33-9437fc39618c
2222,2222,2020-03-12,vaporvolx,Volx Vapor,"Pada bulan Juli 2019 saya melakukan #investasi di @koinworks (loan ID 212019e483) untuk proposal dengan grade A3 dan tenure 3 bulan yg seharusnya jatuh tempo pembayaran pada bulan Oct 2019.

Bukannya untung yg saya dapatkan dengan berinvestasi di #koinworks namun justru  pic.twitter.com/FyICr7JR9m",[],0,0,"['#investasi', '#koinworks']",7f7d4777-57ed-4cc7-9834-442e6a40e25d
2223,2223,2020-03-12,koinworks,KoinWorks,"yang hobinya rebahan, can relate pic.twitter.com/zVFuRzSS8d",[],1,4,[],f4f9bfd2-1283-4621-b13f-a76d04daefeb
2224,2224,2020-03-12,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],5e776e48-e29e-4e22-9902-0d58a397723c
2225,2225,2020-03-12,ariesarcha,ferthee,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://ift.tt/2X2uXFj  #InvestasiuntukNegri #Indonesia #Invest",['https://ift.tt/2X2uXFj'],0,0,"['#investasiuntuknegri', '#indonesia', '#invest']",c3c2bfab-8816-470c-bc7a-509308ebee8d
2226,2226,2020-03-12,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],87d8f88a-a5db-4f95-96e5-04c45ca526ef
2227,2227,2020-03-12,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],d97e36fc-afc1-4bc0-aba7-ed85f3ee421b
2228,2228,2020-03-11,koinworks,KoinWorks,ngahaha lucuk min. jadi pen goyang😆,[],0,0,[],03cf554a-3631-487f-957e-11b4daa96b56
2229,2229,2020-03-11,koinworks,KoinWorks,"Hujannya ngagetin banget nih, kayak dia yang tiba-tiba dateng terus kasih aku cuan sampe 18%",[],0,0,[],8f15fd32-7895-424e-9e9d-d0b561e4ec22
2230,2230,2020-03-11,koinworks,KoinWorks,"Pake KoinWorks adalah jalan alternatifnya. Mendanai di KoinWorks bisa menjadi sumber pendapatan pasif yang baik untukmu, lho. Hanya dengan modal awal Rp100.000 kamu bisa mendapatkan pengembalian imbal hasil efektif mulai dari 18% per tahun. Menarik banget kan Sob?😱🤑",[],0,1,[],415ed6a3-0410-4254-8806-bcaddc8dd0f9
2231,2231,2020-03-11,koinworks,KoinWorks,"Terus kalo saya mau investasi tapi tidak dalam bentuk saham, apa bisa min?

Tentu bisa dong! Kamu bisa memilih investasi alternatif yang tidak dalam bentuk saham. Terus apa alternatifnya?",[],0,0,[],5f85e1e0-11f2-42bd-aedc-78d4e361dc75
2232,2232,2020-03-11,kabarsukadotcom,kabarsuka.com,"KoinWorks Berbuka Puasa Bersama Media: Jaga Hati, Jaga THR  http://rviv.ly/FHXKJZ ",['http://rviv.ly/FHXKJZ'],0,0,[],c851d7d3-e4e6-43e2-87ca-294b98ee72db
2233,2233,2020-03-11,angus060771,Agus Indrawan,"@koinworks hi min, ini sy coba create account tiap dimasukin kode promo nya, tombol signup nya hilang? Kenapa ya",[],0,0,[],342576e0-123b-494d-b22c-d0dc72d86c5f
2234,2234,2020-01-09,danielchayau,Author,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",['https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us'],28,107,[],5815570f-bb6c-4699-ba4d-238196b7c18a
2235,2235,2020-03-11,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],7d8e4e76-8e47-4d81-b63b-a8f71462ca4b
2236,2236,2020-03-11,koinworks,KoinWorks,"Coba hemat bulan ini biar bisa liburan lebaran nanti. Kamu bisa coba dari hal terkecil kaya bawa bekel ke kantor sampe nggak beli kantong plastik di supermarket. Selain biar hemat, kamu juga bisa ngurangin sampah…  https://www.instagram.com/p/B9ltJ4cAGOE/?igshid=519ag61ooow …",['https://www.instagram.com/p/B9ltJ4cAGOE/?igshid=519ag61ooow'],0,1,[],d3d78799-cba6-4ea6-96d4-5ad04bf1294e
2237,2237,2020-03-11,purnama50741301,PURNAMA,Gabut dirumah aja min.,[],0,0,[],9afd141f-4847-45d3-8d35-59c266448a3f
2238,2238,2020-03-11,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],08a52f46-3858-42bf-8334-9485d9a37f4a
2239,2239,2020-03-11,amiesavitri,Ami,@koinworks tolong cek DM dari akun saya. makasih,[],0,0,[],f75daca3-1857-4396-9b3d-071e07831bd2
2240,2240,2020-03-11,eventsurabaya,Event Surabaya,"Yuk diskusi bagaimana mengelola keuangan pribadi yang baik bersama KoinWorks dan hiremaxi GRATIS, daftar di:  http://www.hiremaxi.com . pic.twitter.com/bWXSeX5swT",['http://www.hiremaxi.com'],0,1,[],a9604978-eda0-46fd-9c4d-90f266cf0c7c
2241,2241,2020-03-11,axxxe24,ANGGINGKO,Renovasi rumah min~,[],0,0,[],e21ae2c0-3376-4ca0-bdba-1f27a31e67f1
2242,2242,2020-03-11,koinworks,KoinWorks,"Halo Fahrul! Untuk mengajukan pinjaman di KoinWorks, silakan download dulu yaa aplikasi kami di handphone Anda kemudian daftar sesuai dengan kebutuhan Anda. Bila Anda ingin mengajukan pinjaman Koin Employee buat pinjaman pribadi, silakan daftar sebagai Akun Personal 😊",[],0,0,[],c02ebf7a-33d8-4686-93cb-2300342b22a2
2243,2243,2020-03-11,koinworks,KoinWorks,pulkam kemana kak? nebeng bisa kali😆,[],0,0,[],79635707-ba41-49ab-9106-59ef3a66ab1a
2244,2244,2020-03-11,koinworks,KoinWorks,Info detailnya bisa tanya langsung ke kita lewat DM ya kak,[],0,0,[],4f38a869-faae-4687-b898-3a062a3227c2
2245,2245,2020-03-11,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],1a388378-2d86-45a2-849e-a10bb8f560c9
2246,2246,2020-03-11,koinworks,KoinWorks,"Iyaa DM Anda sebelumnya sudah dibalas kok, yuk boleh dicek 😊",[],0,0,[],586cf985-ede1-413e-a9da-166e491afbaf
2247,2247,2020-03-11,captain_kuro,Khandar William,Bukan itu yg saya tanya,[],0,0,[],8d0f9a3d-8b47-4674-bd13-564850ae91f9
2248,2248,2020-03-11,koinworks,KoinWorks,Hi Aliza! Maaf sekali yaa atas ketidaknyamanannya dan perihal ini sudah kami bantu sampaikan update infonya di DM. Yuk boleh dicek 😊,[],0,0,[],02cc1f49-06eb-4fbe-9e6c-9f4a27b50677
2249,2249,2020-03-11,koinworks,KoinWorks,"Hello Khandar! Untuk saat ini kami menyediakan informasi TKB90 yaa atau Tingkat Keberhasilan yakni berada di persentase 97,85% 😊",[],0,0,[],ea1ebeb2-2dac-4875-b26c-022827139dd7
2250,2250,2020-03-11,kozhe,mrkozhe,pulkam min,[],0,0,[],f9c0df88-5897-4c7f-ae54-e598fc513845
2251,2251,2020-03-11,koinworks,KoinWorks,Lagi rame tanggal libur 2020 di tambah sama Pemerintah. Emangnya kalian udah tau pada mau ke mana?🙄,[],0,0,[],608c21bf-96d3-4128-bf0d-8328d5053342
2252,2252,2020-03-11,koinworks,KoinWorks,"Dan yang ke 3⃣ adalah Berdasarkan Perdagangan! Beberapa diantaranya, ada Blue Chip Stocks, Income Stocks, Speculative Stocks dan Counter Cylical Stocks. Ini bahasannya lumayan panjang, jadi cek disini aja ya  https://koinworks.com/blog/jenis-jenis-saham/#ftoc-heading-3 … 😆",['https://koinworks.com/blog/jenis-jenis-saham/#ftoc-heading-3'],0,0,[],af0027d0-69b8-46ee-99c5-b5f5d6e5f043
2253,2253,2020-03-11,koinworks,KoinWorks,"Sedangkan, Registered Stocks biasa disebut Saham Atas Nama dan merupakan kebalikan dari saham atas unjuk, di mana nama pemegang saham tertulis jelas namanya di dalam kertas saja.  Selain itu, untuk mengalihkan kepemilikan juga harus melalui prosedur tertentu. Udah paham kan Sob?",[],0,0,[],cab31a9b-8852-417b-82bb-0c19c2da015b
2254,2254,2020-03-11,koinworks,KoinWorks,"Bearer Stocks atau Saham atas Unjuk secara tidak tertulis nama pemiliknya.  Alasan hal ini ditujukan agar nantinya mudah dipindahtangankan dari satu investor ke yang lainnya. Saham ini, banyak dipilih oleh para investor untuk mereka perjualbelikan kembali👍",[],0,0,[],1e342ada-76ac-4ce2-a9fb-39a7a443ed5a
2255,2255,2020-08-11,voachinese,美国之音中文网,美国要求香港出口货物更换标签 贸易优惠就此终结 http://dlvr.it/RdQzTp ,['http://dlvr.it/RdQzTp'],167,642,[],f65a224b-0fac-432d-b22e-7e610d779b85
2256,2256,2020-03-11,koinworks,KoinWorks,"Oke, jadi yang ke 2⃣ adalah jenis-Jenis Saham Berdasarkan Cara Peralihannya. Beberapa jenis diantaranya, Bearer Stocks
dan Registered Stocks. Apa perbedaannya?",[],0,0,[],9bcde7f0-9374-4c71-b3c2-3b5296b3ed9a
2257,2257,2020-03-11,koinworks,KoinWorks,Huft kemarin MiKo lagi sibuk banget nih. Lanjutin lagi yuk threadnya!,[],0,0,[],f113afc6-b742-4726-b177-021bcfdeac07
2258,2258,2020-03-11,teknogav,Teknogav.com,"Tips Berinvestasi dengan KoinWorks --  https://www.teknogav.com/2020/02/tips-investasi-koinworks.html …
@koinworks",['https://www.teknogav.com/2020/02/tips-investasi-koinworks.html'],1,0,[],3d657c94-b1c8-467f-baf4-c536d392b2ff
2259,2259,2020-03-11,ariesarcha,ferthee,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://ift.tt/2X2uXFj  #InvestasiuntukNegri #Indonesia #Invest",['https://ift.tt/2X2uXFj'],0,0,"['#investasiuntuknegri', '#indonesia', '#invest']",320261a2-8b7c-489e-9bdf-d5e63a14c6db
2260,2260,2020-03-11,ayuekasari19,Ayu Eka Sari,@koinworks,[],0,0,[],57c62205-fd5d-48af-9e21-730ef5bf93c9
2261,2261,2020-03-11,ayuekasari19,Ayu Eka Sari,[PROMO] #SiapapunBisa Saling Untung Setiap Berbagi Solusi Bisnis di Aplikasi  https://koinworks.com/blog/promo-referral-koinbisnis/ … lewat @koinworks,['https://koinworks.com/blog/promo-referral-koinbisnis/'],0,0,['#siapapunbisa'],5fbd1c1d-1517-4c60-b80e-475d66e6a859
2262,2262,2020-03-11,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],11bc13d7-865d-4226-9c37-8d824c8ef990
2263,2263,2020-03-11,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],8715b52a-aae8-4f77-a186-184315ffc83f
2264,2264,2020-03-10,glasgowsoul,Pep,"Dear @koinworks, ngasi tau aja kalo tampilan app yg dulu lebih enak diliat. Yg sekarang ribet, saya gak bisa liat arus kas keluar-masuk dgn nyaman",[],0,0,[],cc7680fb-c626-454b-bf20-4d8cc9dbd8fa
2265,2265,2020-03-10,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],507cc9d1-951e-4983-b3e0-2c03d219414d
2266,2266,2020-03-10,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],f4e24a79-630a-44ae-b301-91ae69eec5c2
2267,2267,2020-03-10,koinworks,KoinWorks,Hi Gina! Maaf banget nih atas ketidaknyamanannya tapi perihal ini sudah kami bantu jawab yaa di DM Anda. Yuk boleh dicek 😊,[],0,0,[],adf403de-1c50-4119-82ff-0b9d7a53644c
2268,2268,2020-03-10,koinworks,KoinWorks,"Yang ke 1⃣ adalah berdasarkan hak tagih atau klaim! Jenis saham ini biasa disebut saham biasa yang umum diperdagangkan dalam pasar modal.

Karakteristik dari saham ini yaitu bisa melakukan klaim kepemilikan di semua penghasilan dan aset perusahaan.",[],0,0,[],e1b18aab-05b3-43b7-919a-d5fcd7280b6f
2269,2269,2020-03-10,koinworks,KoinWorks,"Sebagai seorang Investor kamu wajib tahu nih dengan jenis-jenis saham yang ada, karena masing-masing punya kelemahan dan kelebihannya. Mau tau? Lanjut⬇️",[],0,0,[],3044b0a6-8c02-47f2-a5b6-04e40394fde8
2270,2270,2020-03-10,koinworks,KoinWorks,"Kamu seorang investor pemula? Ingat 5 Hal Ini!

- A THREAD -",[],0,7,[],37bf93e1-4ac4-4de9-9ea1-949466b70134
2271,2271,2020-03-10,eventsurabaya,Event Surabaya,"Yuk diskusi bagaimana mengelola keuangan pribadi yang baik bersama KoinWorks dan hiremaxi GRATIS, daftar di:  http://www.hiremaxi.com . pic.twitter.com/Ga0qZjq90g",['http://www.hiremaxi.com'],0,2,[],4d0e0e8e-fd55-4c53-ac9b-5b3cc8a228a8
2272,2272,2020-03-10,nancy_noname,nancy,@koinworks tolong cek DM.,[],0,0,[],a12cb68a-bdf2-4daf-8eee-0fc522524642
2273,2273,2020-03-10,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],821d82bb-de11-4783-8af3-f9387ebf52fe
2274,2274,2020-03-10,belanjacelana,belanjacelana,KoinWorks Kenalkan #MeetYourPeers untuk Sosialisasi KoinRobo  https://ift.tt/2wIo5FA ,['https://ift.tt/2wIo5FA'],0,0,['#meetyourpeers'],d209ae4a-4544-4eef-a7bc-ff207bc4836e
2275,2275,2020-03-10,tega_ya,tega,KoinWorks Kenalkan #MeetYourPeers untuk Sosialisasi KoinRobo  https://ift.tt/2wIo5FA ,['https://ift.tt/2wIo5FA'],0,0,['#meetyourpeers'],90e7ee8c-3ad9-4dcd-84a2-b21b9833efa1
2276,2276,2020-01-09,danielchayau,Author,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",['https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us'],28,107,[],bbb97d7d-ee0b-4dd0-8d81-b7cdc92e66d2
2277,2277,2020-03-10,wanitaimpianmu,wanitaimpian,KoinWorks Kenalkan #MeetYourPeers untuk Sosialisasi KoinRobo  https://ift.tt/2wIo5FA ,['https://ift.tt/2wIo5FA'],0,0,['#meetyourpeers'],fb841537-e214-46f3-902f-990ebd06a388
2278,2278,2020-03-10,alfatrex_id,Alfatrex,"Yuk, tambah ilmu dan tambah relasi di acara #dialokal yang diselenggarakan oleh Alfatrex bersama koinworks Dengan tema “Logistik Lancar Bisa Buat Kamu Lebih Cuan!” Bertempat di sinou cafe, melawai Jaksel.
Besok! Tanggal 10 Maret 2020 (18:00-19:30)
Free entry
Free snacks  pic.twitter.com/e7fgmVNbjO",[],0,0,['#dialokal'],36d2e3e2-ca96-4144-bebe-f477168e0196
2279,2279,2020-03-10,ariesarcha,ferthee,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://ift.tt/2X2uXFj  #InvestasiuntukNegri #Indonesia #Invest",['https://ift.tt/2X2uXFj'],0,0,"['#investasiuntuknegri', '#indonesia', '#invest']",c2fc5eb9-aea5-4a82-939a-e0157e6b1a25
2280,2280,2020-03-10,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],d6fca541-e87a-4758-9f39-5a04363fd8d5
2281,2281,2020-03-10,alizahilya,Aliza Hilya Mafaza Ginting,"Punya saya sudah hampir sebulan belum ada kejelasan, tlg dibantu Donk.",[],0,0,[],548d243d-0e6b-4789-a0d4-c1aae0e148a1
2282,2282,2020-03-10,alizahilya,Aliza Hilya Mafaza Ginting,"@koinworks 
Tanya Donk,Brp lama ya proses utk pinjaman dana dari awal melgkpi data sampai pencairan? Soalnya pengajuan saya sdh hampir sebulan belm ada kejelasan yg pasti, tlg Donk dibantu Koin wor, Atau minimal ada info tentang status pengajuan saya. Email saya
itingta@yahoo.com",[],0,0,[],1d6229aa-5fe8-428a-b358-03f135ed06d9
2283,2283,2020-03-09,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],bc0470e2-f54e-4461-a313-80a1ec700a07
2284,2284,2020-03-09,koinworks,KoinWorks,"hari Rabu esok kamu ada rencana kemana nih Sob? Btw, kita punya event seru lagi nih! #MoneyDiary Talk Surabaya akan nemenin kamu buat ngebahas tentang perencanaan keuangan seorang musisi lebih mendalam. Seru banget kan?😱👍 

Ayo daftar sekarang!  http://bit.ly/MDTSURABAYA2020  pic.twitter.com/oJ1nTetfgh",['http://bit.ly/MDTSURABAYA2020'],0,0,['#moneydiary'],6679ede4-052e-4b75-8965-4d2f5d790bab
2285,2285,2020-03-09,captain_kuro,Khandar William,@koinworks berapa saldo jaminan dana proteksi yg terbaru?,[],0,0,[],f9c66c56-6407-4d6b-8110-92d8770c144c
2286,2286,2020-03-09,teknogav,Teknogav.com,"KoinWorks Paparkan Prinsip Dampak Sosial KoinRobo di Kegiatan #MeetYourPeers @koinworks
 https://www.teknogav.com/2020/03/koinworks-meetyourpeers.html?m=1 …",['https://www.teknogav.com/2020/03/koinworks-meetyourpeers.html?m=1'],2,0,['#meetyourpeers'],48b0ea15-0b8f-43d0-b522-a6c3237bd5c6
2287,2287,2020-03-09,koinworks,KoinWorks,"Hi Khandar! Maaf banget yaa atas ketidaknyamanannya namun untuk Laporan Laba Rugi Tahunan saat ini masih dalam pengembangan. Namun, kalau Anda ingin kami coba bantu cek, boleh diinfokan email Anda yang terdaftar di KoinWorks ke DM kami 🙏",[],0,0,[],8fd88252-fe27-4f98-a480-6e92c266c672
2288,2288,2020-03-09,koinworks,KoinWorks,"Hai Welly! Mohon maag sekali yaa atas ketidaknyamanannya namun bisa kami infokan kalau saat ini Laporan Laba Rugi Tahunan 2019 masih dalam pengembangan oleh tim kami. Tapi jika Anda ingin kami bantu coba cek punya Anda, silakan infokan email Anda ke DM kami 🙏",[],0,0,[],adeced68-d626-4e16-8c35-99c14942985a
2289,2289,2020-03-09,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],367b2b3a-d2f5-4fe3-92ab-f9ae4fb7414b
2290,2290,2020-03-09,eventsurabaya,Event Surabaya,"Yuk diskusi bagaimana mengelola keuangan pribadi yang baik bersama KoinWorks dan hiremaxi GRATIS, daftar di:  http://www.hiremaxi.com . pic.twitter.com/c0Qr5EG7Pe",['http://www.hiremaxi.com'],0,2,[],def565e8-efa2-4434-b730-cb434b613eac
2291,2291,2020-03-09,dilosurabaya,DILo Surabaya,"DILo Surabaya bersama KoinWorks akan menggelar acara ""Financial Strategy in Digital Era"" dengan pemateri Willy Sanjaya, SE, M.Akt, CFP yang merupakan Head of Financial Consultant KoinWorks. Yang akan diadakan di DILo Surabaya. Yuk Daftarkan dirimu  http://bit.ly/koingodilosbymar … pic.twitter.com/pT9kqycPoX",['http://bit.ly/koingodilosbymar'],0,1,[],d85a4602-9828-49ca-8f37-5ade08e95b64
2292,2292,2020-03-09,laurentiaangel,zero,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app.

 https://youtu.be/D1N34eRVkqM 

Download and *Use my code  a66205 to get 350,000* KOIN or click https://koinworks.onelink.me/LgVI/8586b9fe ","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/8586b9fe']",0,0,[],66b16590-a26e-4f1f-ac6c-80e010bb795d
2293,2293,2020-03-09,ishakirene,Gina irene ishak,@koinworks .. saya kirim email kok ngak prnh di balas ya?,[],0,0,[],27aee008-c6e1-489f-aea2-204d04c79a38
