index,date,username,name,tweet,urls,retweets_count,likes_count,hashtags,cleaned,flair_dataset,is_ref
609,2020-06-19,ifkaru,PalkoЯ™,@koinworks ini gimana gaes? Jadinya NPL atau refinancing nih pinjeman Hendri Khaetami si orang Bogor? Dibayar bulan pertama doang terus kabur. Gue udh pasrah nunggu 11 bulan yang harusnya duitnya lumayan bisa gue puterin. Hiks..  pic.twitter.com/D3QOAYzEE7,[],0,0,[],gimana gaes npl refinancing nih pinjeman hendri khaetami si orang bogor dibayar doang kabur gue udh pasrah nunggu duitnya lumayan bisa gue puterin hiks d3qoayzee7,koinworks ini gimana gaes jadinya npl atau refinancing nih pinjeman hendri khaetami si orang bogor dibayar bulan pertama doang terus kabur gue udh pasrah nunggu bulan yang harusnya duitnya lumayan bisa gue puterin hiks pic twitter com d3qoayzee7,False
614,2020-06-19,altoberna,Alto Berna,"Indonesia First Super Financial apps. 
 *watch video* 
  https://youtu.be/D1N34eRVkqM  
 
 Download and *Use my code a53725 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/6349bfce 
KoinWorks is *registered and supervised by OJK* Indonesia Financial Service Authority","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/6349bfce']",0,0,[],indonesia first super financial apps watch video be d1n34ervkqm and use my a53725 to get koin or click onelink me lgvi 6349bfce is registered and supervised by ojk indonesia financial service authority,indonesia first super financial apps watch video https youtu be d1n34ervkqm download and use my code a53725 to get koin or click https koinworks onelink me lgvi 6349bfce koinworks is registered and supervised by ojk indonesia financial service authority,False
616,2020-06-18,nuryadi94163378,Razqa Alfaris,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1 App. 
 *Lihat Videonya* 
  https://youtu.be/D1N34eRVkqM   
 Download dan *dapatkan 350,000* KOIN dengan kode saya NY33753 atau klik  https://koinworks.onelink.me/LgVI/21ae219a ","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/21ae219a']",0,0,[],super financial indonesia hasil pendanaan p a pinjaman agunan lihat videonya be d1n34ervkqm dapatkan koin kode ny33753 klik onelink me lgvi 21ae219a,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan semua di app lihat videonya https youtu be d1n34ervkqm download dan dapatkan koin dengan kode saya ny33753 atau klik https koinworks onelink me lgvi 21ae219a,False
617,2020-06-18,sastrogozali,Sastro Gozali,Ini sampai skrg hampir akhir Juni belum ada kejelasan? @koinworks @ojkindonesia @mediaindonesia @MediaKonsumenID,[],0,0,[],skrg juni ada kejelasan ojkindonesia mediaindonesia mediakonsumenid,ini sampai skrg hampir akhir juni belum ada kejelasan koinworks ojkindonesia mediaindonesia mediakonsumenid,False
618,2020-06-18,kontannews,KONTAN NEWS,"Di tengah pandemi, Koinworks optimistis bisa meraih 1 juta pengguna  http://keuangan.kontan.co.id/news/di-tengah-pandemi-koinworks-optimistis-bisa-meraih-1-juta-pengguna … #Fintech",['http://keuangan.kontan.co.id/news/di-tengah-pandemi-koinworks-optimistis-bisa-meraih-1-juta-pengguna'],1,3,['#fintech'],pandemi optimistis bisa meraih juta pengguna keuangan kontan co id news pandemi optimistis bisa meraih juta pengguna ... fintech,di tengah pandemi koinworks optimistis bisa meraih juta pengguna http keuangan kontan co id news di tengah pandemi koinworks optimistis bisa meraih juta pengguna ... fintech,False
622,2020-06-18,the_marketeers,marketeers.com,"Menurut Bernard Arifin selaku Chief Operating Officer KoinWorks, selama pandemi, KoinWorks terus melakukan berbagai upaya nyata untuk terus mendampingi para pelaku UKM agar dapat terus bertahan. 

 https://bit.ly/37bCvwc ",['https://bit.ly/37bCvwc'],0,0,[],bernard arifin chief operating officer pandemi upaya nyata mendampingi pelaku ukm bertahan bit ly 37bcvwc,menurut bernard arifin selaku chief operating officer koinworks selama pandemi koinworks terus melakukan berbagai upaya nyata untuk terus mendampingi para pelaku ukm agar dapat terus bertahan https bit ly 37bcvwc,False
625,2020-06-18,tomioo_,tomi,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua. Download dan *dapatkan 350,000* KOIN dengan kode saya TM96067 atau klik  https://koinworks.onelink.me/LgVI/23836d3 
KoinWorks *terdaftar dan diawasi oleh OJK*",['https://koinworks.onelink.me/LgVI/23836d3'],0,0,[],super financial indonesia hasil pendanaan p a pinjaman agunan dapatkan koin kode tm96067 klik onelink me lgvi 23836d3 terdaftar diawasi ojk,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan semua download dan dapatkan koin dengan kode saya tm96067 atau klik https koinworks onelink me lgvi 23836d3 koinworks terdaftar dan diawasi oleh ojk,False
626,2020-06-17,aku_dimanaaaa,Athailah,saya sempat tertarik dengan koinworks,[],0,0,[],tertarik,saya sempat tertarik dengan koinworks,False
630,2020-06-17,danytrikusuma,Dany Tri Kusuma," https://youtu.be/w4yY58MI6kE 

Setahun Invest Di P2P Lending Koinworks Berapa Keuntungannya..??

@koinworks #koinworks #fintech #p2plending",['https://youtu.be/w4yY58MI6kE'],0,0,"['#koinworks', '#fintech', '#p2plending']",be w4yy58mi6ke setahun invest p2p lending keuntungannya fintech p2plending,https youtu be w4yy58mi6ke setahun invest di p2p lending koinworks berapa keuntungannya koinworks koinworks fintech p2plending,False
631,2020-08-06,gofoodindonesia,GoFood Indonesia,"SEMPAT KAGET DENGAN BERITA IBU SISCA GANTUNG PANCI? MENGEJUTKAN BUKAN?

Simak videonya sampai habis, ada yang mau ibu Sisca sampaikan buat GoFoodies semuanya 🥰

BAGAIMANA GOFOODIES, MERIAH BUKAN? tut tuturut turut turuturut tururut turuturut tururututut~ #Foodiskon pic.twitter.com/34f0eolEm2",[],5152,13187,['#foodiskon'],kaget berita sisca gantung panci mengejutkan simak videonya habis ada sisca gofoodies gofoodies meriah tut tuturut turuturut tururut turuturut tururututut foodiskon 34f0eolem2,sempat kaget dengan berita ibu sisca gantung panci mengejutkan bukan simak videonya sampai habis ada yang mau ibu sisca sampaikan buat gofoodies semuanya bagaimana gofoodies meriah bukan tut tuturut turut turuturut tururut turuturut tururututut foodiskon pic twitter com 34f0eolem2,False
632,2020-06-17,gotixindonesia,GoTix Indonesia,"Siapa yang janjinya mau belajar investasi tapi belom jadi-jadi...? 😇🙏#ayongaku 

Daripada ketunda-tunda lagi, yuk belajar di MoneyDiary Talks: Strategi Diversifikasi Investasi Minim Resiko tgl 23 Juni 2020! 

Let’s go! Dapetin tiketnya di  http://bit.ly/moneydiarygt 
@koinworks",['http://bit.ly/moneydiarygt'],0,0,['#ayongaku'],janjinya belajar investasi belom ayongaku ketunda tunda belajar moneydiary talks strategi diversifikasi investasi minim resiko tgl juni let's go dapetin tiketnya bit ly moneydiarygt,siapa yang janjinya mau belajar investasi tapi belom jadi jadi ayongaku daripada ketunda tunda lagi yuk belajar di moneydiary talks strategi diversifikasi investasi minim resiko tgl juni let's go dapetin tiketnya di http bit ly moneydiarygt koinworks,False
633,2020-06-17,pais_armando,Armando,"Hi, let me introduce you to *KoinWorks*

 *Click to watch video* 
  https://youtu.be/D1N34eRVkqM  
 
 Download and *Use my code a97160 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/57b45ea3 
KoinWorks is *registered and supervised by OJK* Indonesia Financial Service Authority","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/57b45ea3']",0,0,[],let me introduce you to click to watch video be d1n34ervkqm and use my a97160 to get koin or click onelink me lgvi 57b45ea3 is registered and supervised by ojk indonesia financial service authority,hi let me introduce you to koinworks click to watch video https youtu be d1n34ervkqm download and use my code a97160 to get koin or click https koinworks onelink me lgvi 57b45ea3 koinworks is registered and supervised by ojk indonesia financial service authority,False
635,2020-06-17,the_marketeers,marketeers.com,"Menurut Bernard Arifin selaku Chief Operating Officer KoinWorks, selama pandemi, KoinWorks terus melakukan berbagai upaya nyata untuk terus mendampingi para pelaku UKM agar dapat terus bertahan. 

 https://bit.ly/37bCvwc ",['https://bit.ly/37bCvwc'],1,1,[],bernard arifin chief operating officer pandemi upaya nyata mendampingi pelaku ukm bertahan bit ly 37bcvwc,menurut bernard arifin selaku chief operating officer koinworks selama pandemi koinworks terus melakukan berbagai upaya nyata untuk terus mendampingi para pelaku ukm agar dapat terus bertahan https bit ly 37bcvwc,False
636,2020-06-17,dedisuparman87,Dedi Suparman,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* 
 
 Download dan *dapatkan 350,000* KOIN dengan kode saya 04858 atau klik  https://koinworks.onelink.me/LgVI/a94ab92 
KoinWorks *terdaftar dan diawasi oleh OJK*",['https://koinworks.onelink.me/LgVI/a94ab92'],0,0,[],super financial indonesia hasil pendanaan p a pinjaman agunan dapatkan koin kode klik onelink me lgvi a94ab92 terdaftar diawasi ojk,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan download dan dapatkan koin dengan kode saya atau klik https koinworks onelink me lgvi a94ab92 koinworks terdaftar dan diawasi oleh ojk,False
639,2020-06-16,yosefwismo,Yosef Wismo,@koinworks ini tetiba dapat koin 100.000 dalam rangka apa nich...?? 🤭,[],0,0,[],tetiba koin rangka nich,koinworks ini tetiba dapat koin dalam rangka apa nich,False
642,2020-06-16,windarja,frisiliarhy,"Menggunakan KOIN di KoinWorks pada bulan Februari, sudah memberikan tambahan CASH sebesar 12rb (17rb-5rb) pada bulan April. Setidaknya ada sedikit tambahan uang dan membuat kita yakin akan return yg diberikan 😉 (7)  pic.twitter.com/w013w1IvwE",[],0,0,[],koin februari sudah tambahan cash 12rb 17rb 5rb april ada tambahan uang return w013w1ivwe,menggunakan koin di koinworks pada bulan februari sudah memberikan tambahan cash sebesar 12rb 17rb 5rb pada bulan april setidaknya ada sedikit tambahan uang dan membuat kita yakin akan return yg diberikan pic twitter com w013w1ivwe,False
643,2020-06-16,windarja,frisiliarhy,"Cons dari KoinWorks adalah cs yang kurang cepat dalam penanganan. Tapi di kasus saya, setelah saya email, mention twitter, dan dm twitter masalah bisa teratasi meskipun menghabiskan waktu hingga 1 minggu (6)",[],0,0,[],cons cs cepat penanganan email mention dm bisa teratasi menghabiskan minggu,cons dari koinworks adalah cs yang kurang cepat dalam penanganan tapi di kasus saya setelah saya email mention twitter dan dm twitter masalah bisa teratasi meskipun menghabiskan waktu hingga minggu,False
644,2020-06-16,windarja,frisiliarhy,Jika peminjam tidak membayar pada saat jatuh tempo? Biarkan KoinWorks melakukan perannya dalam penagihan dan kita sebagai pendana lebih cermat dan mengerti peminjam mana yg layak kita danai (5),[],0,0,[],peminjam membayar jatuh tempo biarkan perannya penagihan pendana cermat mengerti peminjam layak danai,jika peminjam tidak membayar pada saat jatuh tempo biarkan koinworks melakukan perannya dalam penagihan dan kita sebagai pendana lebih cermat dan mengerti peminjam mana yg layak kita danai,False
645,2020-06-16,windarja,frisiliarhy,"Berdasarkan pengalaman saya di KoinWorks, investasi di platform ini merupakan salah satu dari pilihan investasi yang ada. Tidak perlu dana yg banyak tetapi anggap saja deposito jangka pendek (1-12 bulan) dengan bunga yang cukup tinggi. (4)",[],0,0,[],berdasarkan pengalaman investasi platform salah pilihan investasi ada dana anggap deposito jangka pendek bunga,berdasarkan pengalaman saya di koinworks investasi di platform ini merupakan salah satu dari pilihan investasi yang ada tidak perlu dana yg banyak tetapi anggap saja deposito jangka pendek bulan dengan bunga yang cukup tinggi,False
646,2020-06-16,windarja,frisiliarhy,"Keuntungan dari KOIN di KoinWorks apa? Tidak takut adanya kehilangan dana sama sekali! Tips jika ada 2 sumber dana CASH dan KOIN, maka gunakan KOIN pada grade C (return tertinggi di marketplace yg pernah ada), grade D dan E? Jarang sekali ada untuk kita check out (2)",[],0,0,[],keuntungan koin takut kehilangan dana tips ada sumber dana cash koin koin grade c return tertinggi marketplace ada grade d e jarang ada check out,keuntungan dari koin di koinworks apa tidak takut adanya kehilangan dana sama sekali tips jika ada sumber dana cash dan koin maka gunakan koin pada grade c return tertinggi di marketplace yg pernah ada grade d dan e jarang sekali ada untuk kita check out,False
647,2020-06-16,windarja,frisiliarhy,"[REVIEW KOINWORKS]

Sudah memasuki bulan ke-4 dari pendanaan di KoinWorks. Pasti di awal saya ragu apakah ini real bussiness bukan kaleng kaleng 🤪 Cara paling mudah ya menggunakan pendanaan dummy KOIN.

Februari kemarin saya mendanai murni hanya dari KOIN referal. (1)",[],0,0,[],review sudah memasuki pendanaan ragu real bussiness kaleng kaleng mudah ya pendanaan dummy koin februari kemarin mendanai murni koin referal,review koinworks sudah memasuki bulan ke dari pendanaan di koinworks pasti di awal saya ragu apakah ini real bussiness bukan kaleng kaleng cara paling mudah ya menggunakan pendanaan dummy koin februari kemarin saya mendanai murni hanya dari koin referal,False
648,2020-06-16,windarja,frisiliarhy,"Hi, jika kalian ingin mendownload app KoinWorks bisa menggunakan kode GN12894 untuk mendapatkan pendanaan sebesar 350,000 KOIN atau dapat menggunakan link  https://koinworks.onelink.me/LgVI/e213318b ",['https://koinworks.onelink.me/LgVI/e213318b'],0,0,[],mendownload bisa kode gn12894 pendanaan koin link onelink me lgvi e213318b,hi jika kalian ingin mendownload app koinworks bisa menggunakan kode gn12894 untuk mendapatkan pendanaan sebesar koin atau dapat menggunakan link https koinworks onelink me lgvi e213318b,False
653,2020-06-15,naufaldhiann,Naufal,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 
 
 *Click to watch video* 
  https://youtu.be/D1N34eRVkqM ",['https://youtu.be/D1N34eRVkqM'],0,0,[],let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single click to watch video be d1n34ervkqm,hi let me introduce you to koinworks indonesia first super financial app get return up to p a and non collateralized loan in one single app click to watch video https youtu be d1n34ervkqm,False
655,2020-06-15,dnki_,Dewan Nasional Keuangan Inklusif,"H-2!!

Yuk ikutan webinar kami bersama @koinworks, Rabu (17/6) besok! Gratis loh!

Daftar di sini ya:  http://bit.ly/MDT67B  pic.twitter.com/uCPUl78rdo",['http://bit.ly/MDT67B'],1,1,[],h ikutan webinar rabu besok gratis loh daftar ya bit ly mdt67b ucpul78rdo,h yuk ikutan webinar kami bersama koinworks rabu besok gratis loh daftar di sini ya http bit ly mdt67b pic twitter com ucpul78rdo,False
657,2020-06-15,reeeeid5,Ree,"@koinworks mau tanya saya ada pendanaan yang gagal bayar, sudah tidak ada pembayaran 6 bulan berturut2 kok masih belum dianggap gagal bayar dan dikembalikan dana awalnya dari provision fund ya? Mohon penjelasannya. Thanks.",[],0,0,[],tanya ada pendanaan gagal bayar sudah ada pembayaran berturut2 dianggap gagal bayar dikembalikan dana provision fund ya mohon penjelasannya thanks,koinworks mau tanya saya ada pendanaan yang gagal bayar sudah tidak ada pembayaran bulan berturut2 kok masih belum dianggap gagal bayar dan dikembalikan dana awalnya dari provision fund ya mohon penjelasannya thanks,False
661,2020-06-14,bayubask,Bayu Baskoro,done...please check dm,[],0,0,[],done please check dm,done please check dm,False
666,2020-06-13,jonatanoswari,Jonatan Oswari,"apa itu blue-chips saham ? Neh, jawaban mnurut KOINWORKS :  https://koinworks.com/blog/mengenal-saham-blue-chip/ …",['https://koinworks.com/blog/mengenal-saham-blue-chip/'],0,0,[],blue chips saham neh mnurut blog mengenal saham blue chip ...,apa itu blue chips saham neh jawaban mnurut koinworks https koinworks com blog mengenal saham blue chip ...,False
669,2020-06-13,katadatacoid,Katadata.co.id,"Fintech lending KoinWorks dan Akseleran memperkirakan jumlah penyaluran kredit melalui platformnya meningkat saat new normal.

 https://katadata.co.id/berita/2020/06/13/fintech-proyeksi-penyaluran-kredit-naik-saat-normal-baru?utm_source=Social&utm_medium=Twitter&utm_campaign=Digital_Oka …",['https://katadata.co.id/berita/2020/06/13/fintech-proyeksi-penyaluran-kredit-naik-saat-normal-baru?utm_source=Social&utm_medium=Twitter&utm_campaign=Digital_Oka'],1,0,[],fintech lending akseleran penyaluran kredit platformnya meningkat new normal katadata co id berita fintech proyeksi penyaluran kredit normal utm source social utm medium utm campaign digital oka ...,fintech lending koinworks dan akseleran memperkirakan jumlah penyaluran kredit melalui platformnya meningkat saat new normal https katadata co id berita fintech proyeksi penyaluran kredit naik saat normal baru utm source social utm medium twitter utm campaign digital oka ...,False
675,2020-06-12,inetkop,KOPInet,BERITA VIRAL - Koinworks: Kami Siap Bila Diminta Ikut Salurkan KUR -  http://Bisnis.com  #bisnis #online https://ift.tt/3cPyte8 ,"['http://Bisnis.com', 'https://ift.tt/3cPyte8']",0,0,"['#bisnis', '#online']",berita viral salurkan kur bisnis bisnis online ift tt 3cpyte8,berita viral koinworks kami siap bila diminta ikut salurkan kur http bisnis com bisnis online https ift tt 3cpyte8,False
677,2020-06-12,bisnisindgroup,BisnisIndonesiaGroup,Koinworks: Kami Siap Bila Diminta Ikut Salurkan KUR  https://finansial.bisnis.com/read/20200612/563/1251954/koinworks-kami-siap-bila-diminta-ikut-salurkan-kur?utm_source=dlvr.it&utm_medium=twitter …,['https://finansial.bisnis.com/read/20200612/563/1251954/koinworks-kami-siap-bila-diminta-ikut-salurkan-kur?utm_source=dlvr.it&utm_medium=twitter'],0,0,[],salurkan kur finansial bisnis read salurkan kur utm source dlvr it utm medium ...,koinworks kami siap bila diminta ikut salurkan kur https finansial bisnis com read koinworks kami siap bila diminta ikut salurkan kur utm source dlvr it utm medium twitter ...,False
678,2020-06-12,dnki_,Dewan Nasional Keuangan Inklusif,"Berkat teknologi, gunakan layanan keuangan dan belajar seputar keuangan jadi lebih mudah!

Gimana lagi sih peran teknologi dalam inklusi keuangan? Cari tau di webinar kami bersama @koinworks yuk hari Rabu (17/6) besok!

Daftar di sini ya:  http://bit.ly/MDTSNKA  pic.twitter.com/60C8YhTB0g",['http://bit.ly/MDTSNKA'],1,1,[],berkat teknologi layanan keuangan belajar seputar keuangan mudah gimana sih peran teknologi inklusi keuangan cari tau webinar rabu besok daftar ya bit ly mdtsnka 60c8yhtb0g,berkat teknologi gunakan layanan keuangan dan belajar seputar keuangan jadi lebih mudah gimana lagi sih peran teknologi dalam inklusi keuangan cari tau di webinar kami bersama koinworks yuk hari rabu besok daftar di sini ya http bit ly mdtsnka pic twitter com 60c8yhtb0g,False
682,2020-06-12,dailysocial,DailySocial.id,KoinWorks Partners with MMI to Offer Mutual Fund Investment for Investors  https://dailysocial.id/post/koinworks-partners-with-mmi-to-offer-mutual-fund-investment-for-investors/ …,['https://dailysocial.id/post/koinworks-partners-with-mmi-to-offer-mutual-fund-investment-for-investors/'],0,0,[],partners with mmi to offer mutual fund investment for investors dailysocial id post partners with mmi to offer mutual fund investment for investors ...,koinworks partners with mmi to offer mutual fund investment for investors https dailysocial id post koinworks partners with mmi to offer mutual fund investment for investors ...,False
685,2020-06-11,dedisuparman87,Dedi Suparman,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1 App.
 Download dan *dapatkan 350,000* KOIN dengan kode saya 04858 atau klik  https://koinworks.onelink.me/LgVI/c89a9e38 
KoinWorks *terdaftar dan diawasi oleh OJK*",['https://koinworks.onelink.me/LgVI/c89a9e38'],0,0,[],super financial indonesia hasil pendanaan p a pinjaman agunan dapatkan koin kode klik onelink me lgvi c89a9e38 terdaftar diawasi ojk,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan semua di app download dan dapatkan koin dengan kode saya atau klik https koinworks onelink me lgvi c89a9e38 koinworks terdaftar dan diawasi oleh ojk,False
686,2020-06-11,idntimes,IDN Times,KoinWorks Gandeng Mandiri Manajemen untuk Pengelolaan Dana Lender  https://www.idntimes.com/business/economy/hana-adi-perdana-1/koinworks-gandeng-mandiri-manajemen-untuk-pengelolaan-dana-lender?utm_term=Autofeed&utm_medium=EchoBTw&utm_source=Twitter#Echobox=1591886876 … pic.twitter.com/xkJ5JSv9HF,['https://www.idntimes.com/business/economy/hana-adi-perdana-1/koinworks-gandeng-mandiri-manajemen-untuk-pengelolaan-dana-lender?utm_term=Autofeed&utm_medium=EchoBTw&utm_source=Twitter#Echobox=1591886876'],0,0,[],gandeng mandiri manajemen pengelolaan dana lender idntimes business economy hana adi perdana gandeng mandiri manajemen pengelolaan dana lender utm term autofeed utm medium echobtw utm source echobox ... xkj5jsv9hf,koinworks gandeng mandiri manajemen untuk pengelolaan dana lender https www idntimes com business economy hana adi perdana koinworks gandeng mandiri manajemen untuk pengelolaan dana lender utm term autofeed utm medium echobtw utm source twitter echobox ... pic twitter com xkj5jsv9hf,False
687,2020-06-11,kryptozex,Engkong,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1 App. 
 
 Download dan *dapatkan 350,000* KOIN dengan kode saya MS83765 atau klik  https://koinworks.onelink.me/LgVI/5a4f6c61 ",['https://koinworks.onelink.me/LgVI/5a4f6c61'],0,0,[],super financial indonesia hasil pendanaan p a pinjaman agunan dapatkan koin kode ms83765 klik onelink me lgvi 5a4f6c61,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan semua di app download dan dapatkan koin dengan kode saya ms83765 atau klik https koinworks onelink me lgvi 5a4f6c61,False
691,2020-06-11,linda_christi,Linda Christianti,"Ikuti Aturan Baru OJK, Koinworks Gandeng Mandiri  https://www.wartabugar.com/2020/06/11/ikuti-aturan-baru-ojk-koinworks-gandeng-mandiri/ …",['https://www.wartabugar.com/2020/06/11/ikuti-aturan-baru-ojk-koinworks-gandeng-mandiri/'],0,0,[],ikuti aturan ojk gandeng mandiri wartabugar ikuti aturan ojk gandeng mandiri ...,ikuti aturan baru ojk koinworks gandeng mandiri https www wartabugar com ikuti aturan baru ojk koinworks gandeng mandiri ...,False
692,2020-06-11,wartabugarcom,wartabugar,"Ikuti Aturan Baru OJK, Koinworks Gandeng Mandiri  https://www.wartabugar.com/2020/06/11/ikuti-aturan-baru-ojk-koinworks-gandeng-mandiri/ …",['https://www.wartabugar.com/2020/06/11/ikuti-aturan-baru-ojk-koinworks-gandeng-mandiri/'],0,0,[],ikuti aturan ojk gandeng mandiri wartabugar ikuti aturan ojk gandeng mandiri ...,ikuti aturan baru ojk koinworks gandeng mandiri https www wartabugar com ikuti aturan baru ojk koinworks gandeng mandiri ...,False
693,2020-06-11,cikaelika,Cika Elika,"Download and *Use my code  CH57779 to get 350,000* KOIN or click   https://koinworks.onelink.me/LgVI/c161ea7a 
KoinWorks is *registered & supervised by OJK* Indonesia Financial Service Authority",['https://koinworks.onelink.me/LgVI/c161ea7a'],0,0,[],and use my ch57779 to get koin or click onelink me lgvi c161ea7a is registered supervised by ojk indonesia financial service authority,download and use my code ch57779 to get koin or click https koinworks onelink me lgvi c161ea7a koinworks is registered supervised by ojk indonesia financial service authority,False
695,2020-06-11,the_marketeers,marketeers.com,"Menurut Bernard Arifin selaku Chief Operating Officer KoinWorks, selama pandemi, KoinWorks terus melakukan berbagai upaya nyata untuk terus mendampingi para pelaku UKM agar dapat terus bertahan. 

 https://bit.ly/37bCvwc ",['https://bit.ly/37bCvwc'],0,0,[],bernard arifin chief operating officer pandemi upaya nyata mendampingi pelaku ukm bertahan bit ly 37bcvwc,menurut bernard arifin selaku chief operating officer koinworks selama pandemi koinworks terus melakukan berbagai upaya nyata untuk terus mendampingi para pelaku ukm agar dapat terus bertahan https bit ly 37bcvwc,False
698,2020-06-11,mazready,Ridi hariyanto,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1 App
 Download dan *dapatkan 350,000* KOIN dengan kode saya RD22576 atau klik  https://koinworks.onelink.me/LgVI/4813f111 
KoinWorks *terdaftar dan diawasi oleh OJK*",['https://koinworks.onelink.me/LgVI/4813f111'],0,0,[],super financial indonesia hasil pendanaan p a pinjaman agunan dapatkan koin kode rd22576 klik onelink me lgvi 4813f111 terdaftar diawasi ojk,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan semua di app download dan dapatkan koin dengan kode saya rd22576 atau klik https koinworks onelink me lgvi 4813f111 koinworks terdaftar dan diawasi oleh ojk,False
699,2020-06-11,dailysocial,DailySocial.id,"KoinWorks dan MMI Kerja Sama Tawarkan Investasi Reksa Dana untuk Pendana

 https://dailysocial.id/post/koinworks-dan-mmi-kerja-sama-tawarkan-investasi-reksa-dana-untuk-pendana …",['https://dailysocial.id/post/koinworks-dan-mmi-kerja-sama-tawarkan-investasi-reksa-dana-untuk-pendana'],0,0,[],mmi kerja tawarkan investasi reksa dana pendana dailysocial id post mmi kerja tawarkan investasi reksa dana pendana ...,koinworks dan mmi kerja sama tawarkan investasi reksa dana untuk pendana https dailysocial id post koinworks dan mmi kerja sama tawarkan investasi reksa dana untuk pendana ...,False
700,2020-06-11,kanieloutis29,Kaniel,"@koinworks , saya member dengan email wikananto@gmail.com. account value saya tiba2 berkurang 1jt tanpa saya melakukan apapun. Mohon konfirmasinya...",[],0,0,[],member email wikananto gmail account value tiba2 berkurang 1jt apapun mohon konfirmasinya,koinworks saya member dengan email wikananto gmail com account value saya tiba2 berkurang 1jt tanpa saya melakukan apapun mohon konfirmasinya,False
701,2020-06-11,medcom_id,MedcomID,KoinWorks-Mandiri Manajemen Investasi Kerja Sama Kelola Dana Lender  https://medcom.id/s/5b2X1DrK ,['https://medcom.id/s/5b2X1DrK'],0,0,[],mandiri manajemen investasi kerja kelola dana lender medcom id s 5b2x1drk,koinworks mandiri manajemen investasi kerja sama kelola dana lender https medcom id s 5b2x1drk,False
702,2020-06-11,kompascom,Kompas.com,KoinWorks menggandeng PT Mandiri Manajemen Investasi untuk pengelolaan dana pemberi pinjaman (lender)  http://dlvr.it/RYPCPx ,['http://dlvr.it/RYPCPx'],0,4,[],menggandeng pt mandiri manajemen investasi pengelolaan dana pemberi pinjaman lender dlvr it rypcpx,koinworks menggandeng pt mandiri manajemen investasi untuk pengelolaan dana pemberi pinjaman lender http dlvr it rypcpx,False
703,2020-06-11,kompasekonomi,Kompas Ekonomi,KoinWorks Gandeng Mandiri Manajemen Investasi untuk Kelola Dana Pemberi Pinjaman  http://money.kompas.com/read/2020/06/11/081100426/koinworks-gandeng-mandiri-manajemen-investasi-untu …,['http://money.kompas.com/read/2020/06/11/081100426/koinworks-gandeng-mandiri-manajemen-investasi-untu'],0,0,[],gandeng mandiri manajemen investasi kelola dana pemberi pinjaman money kompas read gandeng mandiri manajemen investasi untu ...,koinworks gandeng mandiri manajemen investasi untuk kelola dana pemberi pinjaman http money kompas com read koinworks gandeng mandiri manajemen investasi untu ...,False
707,2020-06-10,dailysocial,DailySocial.id,"KoinWorks dan MMI Kerja Sama Tawarkan Investasi Reksa Dana untuk Pendana

 https://dailysocial.id/post/koinworks-dan-mmi-kerja-sama-tawarkan-investasi-reksa-dana-untuk-pendana …",['https://dailysocial.id/post/koinworks-dan-mmi-kerja-sama-tawarkan-investasi-reksa-dana-untuk-pendana'],0,0,[],mmi kerja tawarkan investasi reksa dana pendana dailysocial id post mmi kerja tawarkan investasi reksa dana pendana ...,koinworks dan mmi kerja sama tawarkan investasi reksa dana untuk pendana https dailysocial id post koinworks dan mmi kerja sama tawarkan investasi reksa dana untuk pendana ...,False
